"Crude Name","Acronym","Date","Batch #","Location","Density (kg/m^3)","Gravity (deg. API)","Sulphur (wt%)","MCR (wt%)","Sediment (ppmw)","TAN (mgKOH/g)","Salt (ptb)","Nickel (mg/kg)","Vanadium (mg/kg)","C3- (vol%)","Butanes (vol%)","Pentanes (vol%)","Hexanes (vol%)","Heptanes (vol%)","Octanes (vol%)","Nonanes (vol%)","Decanes (vol%)","Benzene (vol%)","Toluene (vol%)","Ethyl Benzene (vol%)","Xylenes (vol%)","C3- (mass%)","Butanes (mass%)","Pentanes (mass%)","Hexanes (mass%)","Heptanes (mass%)","Octanes (mass%)","Nonanes (mass%)","Decanes (mass%)","Benzene (mass%)","Toluene (mass%)","Ethyl Benzene (mass%)","Xylenes (mass%)","5% Off (deg. C)","10% Off (deg. C)","20% Off (deg. C)","30% Off (deg. C)","40% Off (deg. C)","50% Off (deg. C)","60% Off (deg. C)","70% Off (deg. C)","80% Off (deg. C)","90% Off (deg. C)","95% Off (deg. C)","99% Off (deg. C)","100% Off (deg. C)"
"Christina Dilbit Blend","CDB","2017-05-02","CDB-473","Hardisty","917.3","22.6","3.85","10.6","","1.59","","65.4","171","0.05","1.11","11.48","6.9","3.74","2.08","0.92","0.44","0.25","0.39","0.04","0.34","0.03","0.71","7.86","4.99","2.8","1.6","0.72","0.35","0.24","0.37","0.04","0.32","","","","","","","","","","","","",""
"Christina Dilbit Blend","CDB","2017-04-01","CDB-201","Hardisty","914.7","23.1","4.02","10.2","79","1.65","4.4","68.6","165","0.04","0.88","10.7","6.26","3.27","1.76","1.15","0.69","0.22","0.34","0.04","0.27","0.02","0.56","7.34","4.54","2.46","1.36","0.91","0.55","0.21","0.32","0.04","0.26","37.7","56.5","201.6","322.3","397.2","463.1","537.8","619.7","700.4","","","",""
"Christina Dilbit Blend","CDB","2017-03-02","CDB-241","Hardisty","913.8","23.2","3.89","10.6","","1.62","","71.3","172","0.04","1.05","12.4","7","3.4","1.62","0.89","0.47","0.24","0.31","0.03","0.23","0.02","0.67","8.52","5.08","2.56","1.25","0.7","0.38","0.23","0.3","0.03","0.22","","","","","","","","","","","","",""
"Christina Dilbit Blend","CDB","2017-02-01","CDB-002","Hardisty","917.2","22.6","3.83","10.5","","1.66","","65.4","167","0.05","1.03","10.75","6.37","3.2","1.7","0.86","0.38","0.21","0.29","0.03","0.23","0.03","0.66","7.36","4.61","2.4","1.31","0.68","0.3","0.2","0.28","0.03","0.22","","","","","","","","","","","","",""
"Christina Dilbit Blend","CDB","2017-01-03","CDB-362","Hardisty","919.2","22.3","3.68","10.9","455.8","1.65","6.5","68.2","162","0.07","1.35","11.33","6.62","3.45","1.94","0.97","0.44","0.22","0.33","0.04","0.29","0.04","0.86","7.74","4.78","2.58","1.49","0.76","0.35","0.21","0.31","0.04","0.27","37.9","59.8","228.4","336.8","409.3","474.5","547.7","628.4","711.2","","","",""
"Christina Dilbit Blend","CDB","2016-12-04","CDB-142","Hardisty","921.2","22","3.97","10.4","","1.56","","78.2","206","0.04","0.88","10.4","6.53","3.36","1.71","0.78","0.35","0.22","0.33","0.03","0.25","0.02","0.56","7.09","4.7","2.51","1.31","0.61","0.28","0.21","0.31","0.03","0.24","","","","","","","","","","","","",""
"Christina Dilbit Blend","CDB","2016-11-01","CDB-066","Hardisty","925.2","21.3","3.93","10.7","67.9","1.61","6.5","73","185","0.04","1.06","10.42","6.3","3.28","1.74","0.96","0.43","0.18","0.21","0.02","0.15","0.02","0.67","7.07","4.52","2.44","1.33","0.75","0.34","0.17","0.2","0.02","0.14","36.1","54.4","213.7","331.2","404.8","469.1","543.5","626.3","704.9","","","",""
"Christina Dilbit Blend","CDB","2016-10-02","CDB-084","Hardisty","933.2","20","3.97","10.5","","1.73","","73","185","0.04","0.84","10.15","6.03","3.45","1.81","0.8","0.36","0.21","0.33","0.03","0.26","0.02","0.53","6.83","4.29","2.54","1.37","0.62","0.28","0.2","0.31","0.03","0.24","","","","","","","","","","","","",""
"Christina Dilbit Blend","CDB","2016-09-01","CDB-326","Hardisty","931.8","20.2","3.97","10.7","","1.67","","70","184","0.04","0.75","7.58","4.35","2.43","1.33","0.66","0.3","0.16","0.25","0.03","0.2","0.02","0.47","5.11","3.1","1.79","1.01","0.51","0.24","0.15","0.23","0.03","0.19","","","","","","","","","","","","",""
"Christina Dilbit Blend","CDB","2016-08-01","CDB-907","Hardisty","928.3","20.8","3.8","11.1","130.2","1.52","5.3","70","181","0.05","1.2","9.24","5.68","3.34","1.98","1.06","0.48","0.2","0.32","0.04","0.28","0.03","0.76","6.25","4.06","2.47","1.51","0.82","0.38","0.19","0.3","0.04","0.26","39.2","72.2","260.7","352.5","422.6","486.3","558.1","635.1","709.2","","","",""
